LOCATION,CountryName,INDICATOR,SUBJECT,MEASURE,CountryYear,TIME,,PKT,Flag Codes,GDP,RoadNetwork,Area ,Population,Urbanization,HDI,A4,A9,A14,A19,A24,A29,A34,A39,A44,A49,A54,A59,A64,A69,A70,CountryArea,OilPricesGlobal
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1970,1970,,104210,,41261059469,,,12507000,85.265,NA,0.096637055,0.097417155,0.096326162,0.086317064,0.08805526,0.071238752,0.061848574,0.057353411,0.063363751,0.061783249,0.050961893,0.047488601,0.038917733,0.030019698,0.052271642,,#N/A
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1971,1971,,109610,,45138313361,,,12937000,85.3962,NA,0.095267004,0.09552538,0.0951923,0.086548034,0.086848568,0.073522217,0.062906055,0.057572637,0.061236837,0.060696512,0.051657739,0.046899656,0.039327662,0.030441202,0.056358197,,#N/A
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1972,1972,,116155,,51954439252,,,13177000,85.5274,NA,0.09417348,0.093928692,0.094326665,0.08697949,0.085892514,0.07590423,0.06407867,0.057922973,0.059330521,0.059793308,0.052454064,0.046443905,0.039818207,0.030921524,0.058031756,,#N/A
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1973,1973,,120295,,63721973094,,,13380000,85.6586,NA,0.093290915,0.09255741,0.093665526,0.087563073,0.085127644,0.078359571,0.06533803,0.05837275,0.057593186,0.059030238,0.053326245,0.046089717,0.040369711,0.031446239,0.057869747,,#N/A
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1974,1974,,127763,,88809137804,,,13723000,85.7898,NA,0.092531773,0.091321623,0.093122386,0.088225349,0.084474332,0.080834467,0.06663443,0.058873388,0.055963425,0.058350649,0.054232751,0.045794352,0.040950063,0.031990922,0.056700089,,#N/A
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1975,1975,,132702,,97147343985,,,13893000,85.921,NA,0.091830774,0.090155142,0.092632347,0.08890909,0.083873126,0.083283247,0.067927528,0.059386911,0.054397519,0.057712648,0.055140213,0.045525793,0.041533689,0.032535925,0.055156048,,#N/A
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1976,1976,,137556,,1.05E+11,,,14033000,85.8888,NA,0.088766952,0.089811366,0.091443175,0.088892758,0.084400791,0.083088627,0.07055312,0.060483178,0.054556329,0.056204986,0.05464074,0.046441369,0.04130506,0.033220993,0.056190557,,#N/A
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1977,1977,,143460,,1.10E+11,,,14192000,85.8566,NA,0.085806757,0.089510576,0.090316604,0.088911701,0.084949756,0.082931005,0.073147487,0.06157859,0.054732998,0.054753235,0.054173936,0.047354633,0.041097783,0.033903731,0.056831206,,#N/A
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1978,1978,,148114,,1.18E+11,,,14358000,85.8244,NA,0.082910063,0.089215197,0.089213457,0.088929086,0.085485647,0.082775755,0.075684292,0.062649303,0.054905108,0.053332464,0.053716622,0.048247355,0.040894501,0.034571132,0.057470016,,#N/A
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1979,1979,,152117,,1.35E+11,,,14514000,85.7922,NA,0.080037524,0.088883537,0.088091858,0.088903423,0.085968698,0.08258422,0.078128796,0.063666327,0.055047077,0.051917464,0.053243631,0.049097228,0.040676086,0.035207217,0.058546912,,#N/A
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1980,1980,,153096,,1.50E+11,,,14692000,85.76,NA,0.077165697,0.088486634,0.086923914,0.088805433,0.086370078,0.082329372,0.080452748,0.064607637,0.055140617,0.050492568,0.052737895,0.049887197,0.040429354,0.035799731,0.060371125,,31.81
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1981,1981,,155857,,1.77E+11,,,14927000,85.7,NA,0.077028161,0.085717544,0.086702762,0.087739732,0.086298695,0.082742947,0.080397239,0.067492342,0.056576394,0.050857554,0.051540222,0.049570107,0.04142101,0.035668125,0.060247164,,35.88
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1982,1982,,163510,,1.94E+11,,,15178000,85.64,NA,0.07682528,0.082943803,0.086409786,0.086623253,0.086151953,0.083071727,0.080271239,0.070241604,0.057924194,0.051167538,0.050327593,0.049216915,0.042349804,0.035508029,0.060967284,,35.42
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1983,1983,,165265,,1.77E+11,,,15369000,85.58,NA,0.07655866,0.08017133,0.086046895,0.085459257,0.085931517,0.083316545,0.08007628,0.072852076,0.059182763,0.051422858,0.049102829,0.048829011,0.043214912,0.035320292,0.062514775,,30.88
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1984,1984,,173548,,1.93E+11,,,15544000,85.52,NA,0.076234175,0.077409998,0.085620787,0.084255596,0.085643863,0.083482999,0.079818384,0.075325076,0.060354459,0.051626813,0.04787127,0.04841047,0.044018136,0.035107721,0.064820253,,29.19
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1985,1985,,180955,,1.80E+11,,,15758000,85.46,NA,0.075860917,0.074671952,0.085141748,0.083023332,0.085299115,0.08358042,0.079506971,0.077666244,0.06144477,0.051785053,0.046639858,0.047967319,0.044763541,0.03487458,0.067774181,,28.17
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1986,1986,,187054,,1.82E+11,,,16018400,85.448,NA,0.075451027,0.074529012,0.082495747,0.082785745,0.084175149,0.083514927,0.080011287,0.077544213,0.0640711,0.053043174,0.046966859,0.046841527,0.044440845,0.035714306,0.068415082,,14.49
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1987,1987,,191813,,1.89E+11,,,16263900,85.436,NA,0.074999868,0.074336899,0.079875178,0.082496066,0.083026542,0.083391291,0.080441695,0.077370161,0.0665669,0.054222644,0.047249481,0.045718085,0.04409645,0.036501312,0.069707427,,19
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1988,1988,,201488,,2.36E+11,,,16532200,85.424,NA,0.074548106,0.0741359,0.077323498,0.082199012,0.081898359,0.083254703,0.080841751,0.07718602,0.068968067,0.055352759,0.047513307,0.04462184,0.043754272,0.03725532,0.071147085,,15.93
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1989,1989,,211274,,2.99E+11,,,16814400,85.412,NA,0.074145091,0.073975505,0.074888459,0.08194933,0.080843774,0.083160886,0.08126644,0.077043356,0.071324907,0.056472581,0.0477907,0.043580971,0.043443148,0.038002611,0.072112241,,17.63
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1990,1990,,217783,,3.11E+11,10.5,,17065100,85.4,0.866,0.073822347,0.073887973,0.072595105,0.081782518,0.079895097,0.083146394,0.081753215,0.076975849,0.07367694,0.057610899,0.048103779,0.042611311,0.043181298,0.038762536,0.072194739,,24.21
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1991,1991,,217525,,3.25E+11,10.7,,17284000,85.5412,0.867,0.073338633,0.073307061,0.07230091,0.079302472,0.079543142,0.081659533,0.081434389,0.07725966,0.073610851,0.059968355,0.049217428,0.042920709,0.042306782,0.038575137,0.07525494,,20.7
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1992,1992,,221074,,3.25E+11,10.9,,17495000,85.6824,0.871,0.07293559,0.072809238,0.072081646,0.076958924,0.079274337,0.080286368,0.081199645,0.077608482,0.073615173,0.06232247,0.050349009,0.043262405,0.041493793,0.038428483,0.077374436,,20.16
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1993,1993,,227316,,3.12E+11,11.1,,17667000,85.8236,0.874,0.072593434,0.072374418,0.071918391,0.074724243,0.079067773,0.079001848,0.08102771,0.078004004,0.073671387,0.064665843,0.051489828,0.043626707,0.040729021,0.03831238,0.078793014,,17.91
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1994,1994,,232454,,3.22E+11,11.3,,17855000,85.9648,0.876,0.072284114,0.071974392,0.071783808,0.072564704,0.078893326,0.077773096,0.080887815,0.078418047,0.073752064,0.066980307,0.052623552,0.043998226,0.039995251,0.038212192,0.079859107,,16.76
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1995,1995,,238963,,3.67E+11,11.6,,18072000,86.106,0.885,0.071986293,0.071587777,0.071656964,0.070456122,0.078727951,0.076575813,0.08075639,0.078828587,0.073836027,0.069249982,0.053736682,0.044364811,0.039279836,0.038116732,0.080840033,,18.53
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1996,1996,,242627,,4.00E+11,11.8,,18311000,86.3178,0.888,0.071006434,0.071519625,0.071316178,0.07008147,0.076121264,0.076499115,0.079337822,0.079072558,0.07419681,0.06941736,0.056385469,0.04553608,0.039737771,0.037545771,0.082226272,,21.81
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1997,1997,,244104,,4.35E+11,,,18517000,86.5296,0.891,0.070043053,0.071448802,0.070978451,0.069710659,0.073564875,0.076419641,0.077944453,0.079306882,0.074545777,0.069577249,0.058975483,0.046680179,0.040183826,0.036984631,0.083636041,,21.78
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1998,1998,,246481,,3.99E+11,11.8,,18711000,86.7414,0.894,0.069093907,0.071373452,0.070641811,0.069341732,0.071055704,0.076335402,0.076573638,0.079529643,0.074881185,0.069727949,0.061506432,0.047796453,0.040617184,0.036432104,0.085093405,,14.6
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS1999,1999,,251919,,3.88E+11,10.5,,18926000,86.9532,0.897,0.068158849,0.071293794,0.070306368,0.068974783,0.068592965,0.076246632,0.075225081,0.079741212,0.075203439,0.069869766,0.063979579,0.048885531,0.041038167,0.035888089,0.086595745,,18.38
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS2000,2000,,256807,,4.15E+11,10.4,,19153000,87.165,0.899,0.067234162,0.071206266,0.069968516,0.068606258,0.066172366,0.07614952,0.073894565,0.079937716,0.075508926,0.06999929,0.066392649,0.049945385,0.041444894,0.035350611,0.088188877,,30.79
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS2001,2001,,254428,,3.78E+11,10.4,,19413000,87.332,0.902,0.066421451,0.070164182,0.069962428,0.068745576,0.067053508,0.074073014,0.074241985,0.078415641,0.075938165,0.070490988,0.066302095,0.052462993,0.042465542,0.035829946,0.087432487,,26.61
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS2002,2002,,260519,,3.94E+11,10.5,,19651400,87.499,0.905,0.065611148,0.069128471,0.069941143,0.068866931,0.067901581,0.072023607,0.074565896,0.076908148,0.076341817,0.070956989,0.066198909,0.054916586,0.043455594,0.036291433,0.086891747,,25.8
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS2003,2003,,267144,,4.66E+11,10.5,,19895400,87.666,0.908,0.064767939,0.068062024,0.069866571,0.06893274,0.068679143,0.06996315,0.074825504,0.075374136,0.076678077,0.071358389,0.066047082,0.057274943,0.044390853,0.036715056,0.087064393,,31.24
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS2004,2004,,279136,,6.12E+11,10.5,,20127400,87.833,0.91,0.063849491,0.066920761,0.069691153,0.068895766,0.069337516,0.067848515,0.074969106,0.073765592,0.076893804,0.071645533,0.065801839,0.059493597,0.045238875,0.037074776,0.088573677,,40.93
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS2005,2005,,279947,,6.93E+11,,,20394800,88,0.915,0.062833939,0.065682474,0.069387759,0.068728648,0.069846419,0.065660969,0.074966206,0.07205942,0.076957448,0.071788683,0.065437878,0.061540034,0.04597825,0.037354368,0.091777504,,56.71
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS2006,2006,,275538,,7.46E+11,,,20697900,88.1466,0.918,0.063624958,0.064869039,0.068165974,0.068543646,0.070766625,0.067584208,0.073354852,0.072474894,0.075415064,0.071911618,0.065728429,0.061122647,0.047987414,0.038183922,0.09026671,,66.71
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS2007,2007,,279044,,8.52E+11,10.5,,20827600,88.2932,0.921,0.064274937,0.063965993,0.0668623,0.068241394,0.071528606,0.069321402,0.071665296,0.072745953,0.073788461,0.071900938,0.065890892,0.060609148,0.049842951,0.038916962,0.090444766,,77.13
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS2008,2008,,280902,,1.05E+12,10.6,,21249200,88.4398,0.925,0.064827452,0.06302137,0.06552803,0.067871146,0.072180743,0.070916431,0.069953395,0.072923314,0.07213481,0.071807609,0.065971457,0.06004402,0.051574584,0.03957885,0.09166679,,107.83
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS2009,2009,,280122,,9.26E+11,10.6,,21691700,88.5864,0.927,0.0653421,0.062094026,0.064224579,0.067495886,0.07278937,0.072433873,0.068284891,0.073074294,0.070521835,0.071698086,0.066031072,0.059483131,0.053228924,0.040205772,0.093092162,,63.4
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS2010,2010,,282018,,1.14E+12,10.7,,22031750,88.733,0.927,0.065862429,0.061222731,0.06299141,0.067158923,0.073403062,0.073923753,0.06670122,0.073246809,0.06899253,0.071618906,0.066112893,0.058964223,0.054843727,0.040825096,0.094132288,,82.6
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS2011,2011,,285099,,1.39E+12,10.6,,22340024,88.871,0.93,0.065519026,0.061665554,0.062079486,0.066018983,0.072635261,0.074056398,0.068232752,0.071273488,0.069432643,0.070004757,0.066268193,0.059359905,0.054500114,0.042666089,0.096287351,,115.66
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS2012,2012,,288031,,1.54E+12,,,22742475,89.009,0.933,0.06521688,0.062122182,0.061225815,0.064946552,0.071925845,0.074218662,0.06974553,0.06939731,0.06989021,0.068475436,0.066448801,0.059769874,0.054192714,0.044466498,0.097957691,,117.78
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS2013,2013,,290362,,1.57E+12,,,23145901,89.147,0.936,0.064951972,0.062590988,0.060424938,0.063935345,0.071269268,0.074407469,0.071240691,0.067609401,0.070363235,0.067023139,0.066652067,0.06019248,0.05391802,0.046229519,0.099191469,,114.19
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS2014,2014,,292670,,1.46E+12,,,23504138,89.285,0.937,0.06471484,0.063064768,0.059666588,0.062974065,0.070654181,0.074613278,0.07271257,0.065895916,0.070843476,0.065634986,0.066869537,0.060620718,0.053668032,0.047953572,0.100113473,,107.05
AUS,Australia,PASSTRANSP,ROAD,MLN_PKM,AUS2015,2015,,296202,,1.35E+12,,,23850784,89.423,0.939,0.064498842,0.063538601,0.058943452,0.06205464,0.070072548,0.074829489,0.074157537,0.064246849,0.071325292,0.064301712,0.067095365,0.0610498,0.053437125,0.049637921,0.100810827,,57.9
AUT,Austria,PASSTRANSP,ROAD,MLN_PKM,AUT1970,1970,,34859,E,15373005769,,,7467086,65.258,NA,0.082874041,0.085935396,0.076974774,0.064633211,0.067901764,0.07422022,0.065033358,0.057167313,0.060971703,0.06401841,0.042201694,0.058586935,0.059809746,0.053369848,0.086301587,,#N/A
AUT,Austria,PASSTRANSP,ROAD,MLN_PKM,AUT1971,1971,,37739,E,17858485957,,,7500482,65.2746,NA,0.07946827,0.084979461,0.078431477,0.066890181,0.067198342,0.072959127,0.06682578,0.058617415,0.059962529,0.063002835,0.046070771,0.0547525,0.058545857,0.05311447,0.089180986,,#N/A
AUT,Austria,PASSTRANSP,ROAD,MLN_PKM,AUT1972,1972,,41050,,22059612417,,,7544201,65.2912,NA,0.076127922,0.084070819,0.07991209,0.06915898,0.066531875,0.071742354,0.068633923,0.060082338,0.058989551,0.062024913,0.049928463,0.050975697,0.057319658,0.052885765,0.091615652,,#N/A
AUT,Austria,PASSTRANSP,ROAD,MLN_PKM,AUT1973,1973,,42780,,29515467988,,,7586115,65.3078,NA,0.07286149,0.083223509,0.081433887,0.071456213,0.06591356,0.070581141,0.070473521,0.061575657,0.058062055,0.061094484,0.053790477,0.047259632,0.056139704,0.052693138,0.093441533,,#N/A
AUT,Austria,PASSTRANSP,ROAD,MLN_PKM,AUT1974,1974,,44868,,35189299985,,,7599038,65.3244,NA,0.069678469,0.082454901,0.083019185,0.073803639,0.065357275,0.069489219,0.07236507,0.063115024,0.0571914,0.060223603,0.057678021,0.043606848,0.055016336,0.052548365,0.094452645,,#N/A
AUT,Austria,PASSTRANSP,ROAD,MLN_PKM,AUT1975,1975,,46436,,40059206763,,,7578903,65.341,NA,0.066578895,0.08177356,0.084683313,0.076217551,0.064869959,0.068472542,0.07432338,0.06471304,0.056382567,0.059417646,0.061609661,0.040012648,0.053953534,0.052457887,0.094533817,,#N/A
AUT,Austria,PASSTRANSP,ROAD,MLN_PKM,AUT1976,1976,,48409,,42959976068,,,7565525,65.351,NA,0.064509072,0.07868252,0.084052863,0.077842395,0.067048291,0.067684236,0.07307062,0.066513204,0.057890036,0.058586343,0.060819921,0.043816503,0.050653008,0.051679751,0.097151236,,#N/A
AUT,Austria,PASSTRANSP,ROAD,MLN_PKM,AUT1977,1977,,50379,,51545759221,,,7568430,65.361,NA,0.062499587,0.075664894,0.083501685,0.079541352,0.069290706,0.066959675,0.071886551,0.068376826,0.059452716,0.05781017,0.060087436,0.047662989,0.047399329,0.050950231,0.098915854,,#N/A
AUT,Austria,PASSTRANSP,ROAD,MLN_PKM,AUT1978,1978,,52171,,62052258694,,,7562305,65.371,NA,0.06052412,0.072687361,0.082999941,0.081291555,0.071579186,0.066274228,0.070743716,0.070285252,0.061054246,0.057067485,0.059389896,0.051545466,0.044168218,0.050250141,0.100139188,,#N/A
AUT,Austria,PASSTRANSP,ROAD,MLN_PKM,AUT1979,1979,,53920,,73937296655,,,7549425,65.381,NA,0.058551506,0.069711676,0.082507868,0.083057074,0.073883102,0.065595759,0.069607257,0.072207953,0.062668028,0.056330411,0.058698393,0.055444887,0.040934523,0.049554871,0.101246692,,#N/A
AUT,Austria,PASSTRANSP,ROAD,MLN_PKM,AUT1980,1980,,55985,,82058912465,,,7549433,65.391,NA,0.056560061,0.066711999,0.081994991,0.084807317,0.076175268,0.064900032,0.06845144,0.074118344,0.06427099,0.055578129,0.057991233,0.059340929,0.037683015,0.048846105,0.102570147,,33.66
AUT,Austria,PASSTRANSP,ROAD,MLN_PKM,AUT1981,1981,,57702,,71034228097,,,7568710,65.426,NA,0.056907368,0.064727203,0.078990302,0.084293203,0.077938247,0.067211311,0.06779506,0.072991001,0.066159283,0.057159225,0.057259599,0.058644336,0.041348972,0.045973256,0.102601632,,37.8
AUT,Austria,PASSTRANSP,ROAD,MLN_PKM,AUT1982,1982,,59179,,71275287328,,,7574140,65.461,NA,0.057232634,0.062714731,0.075951201,0.083745316,0.07967245,0.069498641,0.067111251,0.071833666,0.068023577,0.058719532,0.056504603,0.057923875,0.045002653,0.043079148,0.102986721,,33.49
AUT,Austria,PASSTRANSP,ROAD,MLN_PKM,AUT1983,1983,,60774,,72121016623,,,7561910,65.496,NA,0.057533276,0.060674639,0.072878487,0.083161121,0.08137272,0.07175658,0.066398281,0.070645002,0.069859003,0.060254905,0.055725006,0.05717821,0.048637888,0.040165659,0.103759223,,30.66
AUT,Austria,PASSTRANSP,ROAD,MLN_PKM,AUT1984,1984,,62634,,67985345162,,,7561434,65.531,NA,0.057809436,0.058610106,0.069776781,0.082542135,0.083037618,0.073982883,0.065657676,0.069427188,0.071663842,0.061763925,0.054922323,0.056408825,0.052250449,0.037236905,0.104909911,,29.66
AUT,Austria,PASSTRANSP,ROAD,MLN_PKM,AUT1985,1985,,63241,,69386774475,,,7564985,65.566,NA,0.058060152,0.056523151,0.066649308,0.081888278,0.084664142,0.076173927,0.06488969,0.068181047,0.073435033,0.063244012,0.054096999,0.055616107,0.055835171,0.034296233,0.106446748,,28.74
AUT,Austria,PASSTRANSP,ROAD,MLN_PKM,AUT1986,1986,,64491,,99036165210,,,7569794,65.6058,NA,0.057640122,0.056867052,0.064598095,0.078900904,0.084371839,0.078245803,0.067452255,0.06768504,0.072378806,0.065121928,0.055658211,0.054907269,0.055140475,0.037676559,0.103355643,,16.28
AUT,Austria,PASSTRANSP,ROAD,MLN_PKM,AUT1987,1987,,66036,,1.24E+11,,,7574586,65.6456,NA,0.057196086,0.057184963,0.062524785,0.075888007,0.084043417,0.080277057,0.069977439,0.067160854,0.071294044,0.066965568,0.057190262,0.054176502,0.054423705,0.041030077,0.100667235,,18.81
AUT,Austria,PASSTRANSP,ROAD,MLN_PKM,AUT1988,1988,,66288,,1.33E+11,,,7585317,65.6854,NA,0.056712645,0.057460282,0.060415056,0.07283299,0.083655735,0.082241875,0.072441547,0.066590409,0.070162391,0.068753162,0.058674626,0.053409712,0.053670674,0.044339932,0.098638963,,16.21
AUT,Austria,PASSTRANSP,ROAD,MLN_PKM,AUT1989,1989,,67111,,1.33E+11,,,7619567,65.7252,NA,0.056170406,0.057671449,0.058252235,0.06971703,0.083179373,0.08410547,0.074812106,0.065950941,0.068961188,0.070455269,0.060086281,0.052589411,0.052863767,0.047581745,0.09760333,,19.1
AUT,Austria,PASSTRANSP,ROAD,MLN_PKM,AUT1990,1990,,67722,,1.66E+11,128.6,,7677850,65.765,0.794,0.055560897,0.057807162,0.056032962,0.066537893,0.082600679,0.085846092,0.077067349,0.065232514,0.067681852,0.072053187,0.061409413,0.05170873,0.051996017,0.050735794,0.097729457,,24.58
AUT,Austria,PASSTRANSP,ROAD,MLN_PKM,AUT1991,1991,,68032,,1.74E+11,133.8,,7754891,65.772,0.798,0.056336292,0.057940053,0.056850428,0.064736679,0.079898488,0.086076891,0.079580867,0.067892107,0.066898264,0.070179879,0.0622347,0.052221835,0.050631536,0.049893471,0.09862851,,22.55
AUT,Austria,PASSTRANSP,ROAD,MLN_PKM,AUT1992,1992,,68200,,1.95E+11,130,,7840709,65.779,0.804,0.057031305,0.057999361,0.057586301,0.062879904,0.077134274,0.086197917,0.081961447,0.070431245,0.066042525,0.068245255,0.062971618,0.052663241,0.049222994,0.049000863,0.100631749,,20.35
BEL,Belgium,PASSTRANSP,ROAD,MLN_PKM,BEL1970,1970,,58576,,26849148286,,,9655549,93.843,NA,0.073858171,0.081432631,0.080552279,0.07475839,0.075629843,0.05899308,0.060833044,0.06617134,0.066359868,0.071133924,0.043708093,0.056633679,0.055939269,0.049503121,0.08449327,,#N/A
BEL,Belgium,PASSTRANSP,ROAD,MLN_PKM,BEL1971,1971,,59759,,29981290025,,,9673162,93.9704,NA,0.072298817,0.07968057,0.080684047,0.075930857,0.075371684,0.062178584,0.060215271,0.064789856,0.065958485,0.069682056,0.048599635,0.053502605,0.055122327,0.049340486,0.086644719,,#N/A
BEL,Belgium,PASSTRANSP,ROAD,MLN_PKM,BEL1972,1972,,62664,,37408591330,,,9711115,94.0978,NA,0.070790917,0.077985395,0.080863343,0.07714251,0.07515994,0.065384415,0.059636754,0.0634544,0.065598647,0.068279511,0.053494369,0.050420058,0.054342648,0.049208202,0.08823889,,#N/A
BEL,Belgium,PASSTRANSP,ROAD,MLN_PKM,BEL1973,1973,,64578,,47999363072,,,9741720,94.2252,NA,0.069318784,0.076329767,0.081075385,0.078380964,0.074980245,0.068603671,0.059085418,0.062150934,0.065267527,0.066911242,0.058390399,0.047371552,0.053588815,0.049096874,0.089448423,,#N/A
BEL,Belgium,PASSTRANSP,ROAD,MLN_PKM,BEL1974,1974,,66742,,56333010460,,,9772419,94.3526,NA,0.067863155,0.07469244,0.081299607,0.079627388,0.0748132,0.071822037,0.058545559,0.060862206,0.064948062,0.065558711,0.063277729,0.044341847,0.052846325,0.048993805,0.090507929,,#N/A
BEL,Belgium,PASSTRANSP,ROAD,MLN_PKM,BEL1975,1975,,67159,,66029748931,,,9800700,94.48,NA,0.066411056,0.073059122,0.081521088,0.080867491,0.074644954,0.075027285,0.058006209,0.059576583,0.064628172,0.064209399,0.068146237,0.041321809,0.052105199,0.048889928,0.091585469,,#N/A
BEL,Belgium,PASSTRANSP,ROAD,MLN_PKM,BEL1976,1976,,69069,,71494539498,,,9818227,94.6602,NA,0.065362966,0.071665691,0.079724459,0.080935668,0.075816484,0.075056337,0.06142336,0.059045079,0.063401663,0.063946334,0.066877682,0.046033502,0.049312455,0.048426332,0.092971988,,#N/A
BEL,Belgium,PASSTRANSP,ROAD,MLN_PKM,BEL1977,1977,,72094,,83283328419,,,9830358,94.8404,NA,0.064314,0.070272242,0.077928761,0.080997483,0.076977776,0.07507962,0.064822683,0.058511179,0.062175115,0.063679466,0.065608988,0.050723527,0.046526782,0.047960876,0.094421501,,#N/A
BEL,Belgium,PASSTRANSP,ROAD,MLN_PKM,BEL1978,1978,,73137,,1.02E+11,,,9839534,95.0206,NA,0.063271828,0.068887179,0.076143337,0.081062479,0.078137805,0.075105984,0.068211528,0.057981825,0.060955961,0.063416326,0.064347997,0.05539746,0.043753905,0.047499257,0.09582713,,#N/A
BEL,Belgium,PASSTRANSP,ROAD,MLN_PKM,BEL1979,1979,,75760,,1.17E+11,,,9848382,95.2008,NA,0.062247694,0.067522659,0.074381539,0.081145523,0.079311265,0.075149193,0.071603512,0.057467463,0.059754961,0.06316844,0.063106077,0.060066998,0.041000917,0.047050019,0.09702374,,#N/A
BEL,Belgium,PASSTRANSP,ROAD,MLN_PKM,BEL1980,1980,,74451,,1.28E+11,,,9859242,95.381,NA,0.061248021,0.066185445,0.072650607,0.081256144,0.080508357,0.075218043,0.075009738,0.056974372,0.058578107,0.062942971,0.061889576,0.064742936,0.038270361,0.046618283,0.097907038,,29.93
BEL,Belgium,PASSTRANSP,ROAD,MLN_PKM,BEL1981,1981,,75684,,1.05E+11,,,9858982,95.4908,NA,0.060968007,0.065136467,0.071241979,0.079557898,0.080678428,0.076165961,0.074852071,0.060272067,0.058037616,0.06188654,0.061728129,0.063589219,0.042710708,0.044208106,0.098966805,,33.86
BEL,Belgium,PASSTRANSP,ROAD,MLN_PKM,BEL1982,1982,,75285,,92588895020,,,9856303,95.6006,NA,0.060704332,0.064106235,0.069854302,0.077883264,0.080869192,0.077132062,0.074714144,0.063579773,0.057513151,0.060848021,0.061583016,0.062454024,0.047154535,0.041813569,0.099790382,,33.58
BEL,Belgium,PASSTRANSP,ROAD,MLN_PKM,BEL1983,1983,,75172,,87650915976,,,9855520,95.7104,NA,0.060448811,0.063085612,0.06847745,0.076220867,0.081070099,0.078106795,0.074586006,0.066891259,0.056996776,0.059818704,0.061446013,0.061328366,0.05159852,0.039427589,0.100497133,,29.8
BEL,Belgium,PASSTRANSP,ROAD,MLN_PKM,BEL1984,1984,,75862,,83795680815,,,9855372,95.8202,NA,0.0601904,0.062062917,0.067098684,0.074556504,0.081266449,0.07907616,0.074454067,0.070195045,0.05647802,0.058787499,0.061305919,0.06020086,0.0560342,0.037042503,0.101250773,,28.99
BEL,Belgium,PASSTRANSP,ROAD,MLN_PKM,BEL1985,1985,,76326,,86730038793,,,9858308,95.93,NA,0.059920459,0.06102947,0.065708704,0.072879878,0.081446412,0.080028411,0.074307583,0.073479969,0.055948861,0.057746203,0.061153895,0.059063128,0.060452121,0.034653665,0.10218124,,27.47
BEL,Belgium,PASSTRANSP,ROAD,MLN_PKM,BEL1986,1986,,77408,,1.21E+11,,,9861823,96.0194,NA,0.059872767,0.060941034,0.064726797,0.071380926,0.079739618,0.080285605,0.075337471,0.073518994,0.059333989,0.057236814,0.060143469,0.058950746,0.059496895,0.038773432,0.100261443,,14.19
